,Unnamed: 0,rep,mut,api,model,tech,killed
733,733,2,props_4buggy_4.py,zlib.adler32,gpt-4-final,pbt_and_props,0
734,734,2,props_4buggy_2.py,zlib.adler32,gpt-4-final,pbt_and_props,0
735,735,2,props_5buggy_2.py,zlib.adler32,gpt-4-final,pbt_and_props,1
737,737,2,props_5buggy_4.py,zlib.adler32,gpt-4-final,pbt_and_props,0
738,738,2,props_5buggy_1.py,zlib.adler32,gpt-4-final,pbt_and_props,0
739,739,2,props_5buggy_5.py,zlib.adler32,gpt-4-final,pbt_and_props,0
741,741,2,props_1buggy_4.py,zlib.compress,gpt-4-final,pbt_and_props,1
742,742,2,props_1buggy_3.py,zlib.compress,gpt-4-final,pbt_and_props,1
743,743,2,props_1buggy_1.py,zlib.compress,gpt-4-final,pbt_and_props,1
744,744,2,props_1buggy_5.py,zlib.compress,gpt-4-final,pbt_and_props,0
745,745,2,props_2buggy_1.py,zlib.compress,gpt-4-final,pbt_and_props,1
746,746,2,props_2buggy_4.py,zlib.compress,gpt-4-final,pbt_and_props,0
747,747,2,props_2buggy_5.py,zlib.compress,gpt-4-final,pbt_and_props,0
748,748,2,props_2buggy_2.py,zlib.compress,gpt-4-final,pbt_and_props,0
749,749,2,props_2buggy_3.py,zlib.compress,gpt-4-final,pbt_and_props,0
750,750,2,props_3buggy_5.py,zlib.compress,gpt-4-final,pbt_and_props,0
751,751,2,props_3buggy_1.py,zlib.compress,gpt-4-final,pbt_and_props,0
752,752,2,props_3buggy_2.py,zlib.compress,gpt-4-final,pbt_and_props,0
753,753,2,props_3buggy_4.py,zlib.compress,gpt-4-final,pbt_and_props,0
754,754,2,props_3buggy_3.py,zlib.compress,gpt-4-final,pbt_and_props,0
756,756,2,props_4buggy_2.py,zlib.compress,gpt-4-final,pbt_and_props,1
757,757,2,props_4buggy_5.py,zlib.compress,gpt-4-final,pbt_and_props,1
758,758,2,props_4buggy_1.py,zlib.compress,gpt-4-final,pbt_and_props,0
759,759,2,props_4buggy_4.py,zlib.compress,gpt-4-final,pbt_and_props,0
760,760,2,props_5buggy_5.py,zlib.compress,gpt-4-final,pbt_and_props,0
761,761,2,props_5buggy_4.py,zlib.compress,gpt-4-final,pbt_and_props,0
762,762,2,props_5buggy_3.py,zlib.compress,gpt-4-final,pbt_and_props,0
763,763,2,props_5buggy_1.py,zlib.compress,gpt-4-final,pbt_and_props,0
764,764,2,props_5buggy_2.py,zlib.compress,gpt-4-final,pbt_and_props,0
765,765,2,props_1buggy_1.py,zlib.decompress,gpt-4-final,pbt_and_props,1
766,766,2,props_1buggy_2.py,zlib.decompress,gpt-4-final,pbt_and_props,1
767,767,2,props_1buggy_3.py,zlib.decompress,gpt-4-final,pbt_and_props,1
768,768,2,props_1buggy_4.py,zlib.decompress,gpt-4-final,pbt_and_props,1
769,769,2,props_1buggy_5.py,zlib.decompress,gpt-4-final,pbt_and_props,1
770,770,2,props_2buggy_3.py,zlib.decompress,gpt-4-final,pbt_and_props,1
771,771,2,props_2buggy_4.py,zlib.decompress,gpt-4-final,pbt_and_props,1
772,772,2,props_2buggy_1.py,zlib.decompress,gpt-4-final,pbt_and_props,1
773,773,2,props_2buggy_5.py,zlib.decompress,gpt-4-final,pbt_and_props,1
774,774,2,props_2buggy_2.py,zlib.decompress,gpt-4-final,pbt_and_props,1
775,775,2,props_3buggy_1.py,zlib.decompress,gpt-4-final,pbt_and_props,1
776,776,2,props_3buggy_3.py,zlib.decompress,gpt-4-final,pbt_and_props,1
777,777,2,props_3buggy_5.py,zlib.decompress,gpt-4-final,pbt_and_props,1
778,778,2,props_3buggy_2.py,zlib.decompress,gpt-4-final,pbt_and_props,0
779,779,2,props_3buggy_4.py,zlib.decompress,gpt-4-final,pbt_and_props,0
780,780,2,props_4buggy_4.py,zlib.decompress,gpt-4-final,pbt_and_props,1
781,781,2,props_4buggy_5.py,zlib.decompress,gpt-4-final,pbt_and_props,1
782,782,2,props_4buggy_3.py,zlib.decompress,gpt-4-final,pbt_and_props,1
783,783,2,props_4buggy_2.py,zlib.decompress,gpt-4-final,pbt_and_props,1
784,784,2,props_4buggy_1.py,zlib.decompress,gpt-4-final,pbt_and_props,1
785,785,2,props_5buggy_5.py,zlib.decompress,gpt-4-final,pbt_and_props,0
786,786,2,props_5buggy_4.py,zlib.decompress,gpt-4-final,pbt_and_props,0
787,787,2,props_5buggy_2.py,zlib.decompress,gpt-4-final,pbt_and_props,0
788,788,2,props_5buggy_3.py,zlib.decompress,gpt-4-final,pbt_and_props,0
789,789,2,props_5buggy_1.py,zlib.decompress,gpt-4-final,pbt_and_props,0
790,790,3,props_1buggy_3.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt,0
791,791,3,props_1buggy_2.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt,0
792,792,3,props_1buggy_5.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt,0
793,793,3,props_1buggy_4.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt,0
794,794,3,props_1buggy_1.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt,0
810,810,3,props_5buggy_1.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt,0
811,811,3,props_5buggy_3.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt,0
812,812,3,props_5buggy_2.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt,0
813,813,3,props_5buggy_4.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt,0
814,814,3,props_5buggy_5.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt,0
820,820,3,props_2buggy_4.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
821,821,3,props_2buggy_2.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
822,822,3,props_2buggy_3.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
823,823,3,props_2buggy_1.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
824,824,3,props_2buggy_5.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
825,825,3,props_3buggy_2.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
826,826,3,props_3buggy_3.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
827,827,3,props_3buggy_4.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
828,828,3,props_3buggy_1.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
829,829,3,props_3buggy_5.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
830,830,3,props_4buggy_4.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
831,831,3,props_4buggy_3.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
832,832,3,props_4buggy_2.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
833,833,3,props_4buggy_5.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
834,834,3,props_4buggy_1.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
836,836,3,props_5buggy_1.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
837,837,3,props_5buggy_2.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
840,840,3,props_1buggy_1.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt_and_props,0
841,841,3,props_1buggy_2.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt_and_props,0
842,842,3,props_1buggy_4.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt_and_props,0
843,843,3,props_1buggy_3.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt_and_props,0
844,844,3,props_1buggy_5.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt_and_props,0
848,848,3,props_2buggy_5.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt_and_props,1
849,849,3,props_2buggy_3.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt_and_props,1
860,860,3,props_5buggy_2.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt_and_props,0
861,861,3,props_5buggy_4.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt_and_props,0
862,862,3,props_5buggy_1.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt_and_props,0
863,863,3,props_5buggy_5.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt_and_props,0
864,864,3,props_5buggy_3.py,cryptography.fernet.Fernet.encrypt,claude-3-opus-20240229,pbt_and_props,0
875,875,3,props_3buggy_4.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
876,876,3,props_3buggy_2.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
877,877,3,props_3buggy_3.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
878,878,3,props_3buggy_5.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
879,879,3,props_3buggy_1.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
880,880,3,props_4buggy_3.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
881,881,3,props_4buggy_4.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
882,882,3,props_4buggy_2.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
883,883,3,props_4buggy_5.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
884,884,3,props_4buggy_1.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
885,885,3,props_5buggy_2.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
886,886,3,props_5buggy_3.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
887,887,3,props_5buggy_1.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
888,888,3,props_5buggy_4.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,1
889,889,3,props_5buggy_5.py,datetime.date.isocalendar,gpt-4-final,pbt_and_props,0
891,891,3,props_1buggy_2.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
892,892,3,props_1buggy_3.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
893,893,3,props_1buggy_5.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
894,894,3,props_1buggy_4.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
897,897,3,props_2buggy_5.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
898,898,3,props_2buggy_1.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
899,899,3,props_2buggy_3.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
900,900,3,props_3buggy_1.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
901,901,3,props_3buggy_4.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
902,902,3,props_3buggy_3.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
903,903,3,props_3buggy_2.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
904,904,3,props_3buggy_5.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
906,906,3,props_4buggy_1.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
907,907,3,props_4buggy_4.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
908,908,3,props_4buggy_5.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
909,909,3,props_4buggy_3.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
914,914,3,props_5buggy_2.py,datetime.datetime.fromordinal,gemini-1.5-pro-latest-final,pbt_and_props,1
915,915,3,props_1buggy_2.py,datetime.datetime.fromordinal,gpt-4-final,pbt_and_props,1
916,916,3,props_1buggy_3.py,datetime.datetime.fromordinal,gpt-4-final,pbt_and_props,1
918,918,3,props_1buggy_4.py,datetime.datetime.fromordinal,gpt-4-final,pbt_and_props,1
919,919,3,props_1buggy_5.py,datetime.datetime.fromordinal,gpt-4-final,pbt_and_props,1
922,922,3,props_2buggy_1.py,datetime.datetime.fromordinal,gpt-4-final,pbt_and_props,1
923,923,3,props_2buggy_3.py,datetime.datetime.fromordinal,gpt-4-final,pbt_and_props,1
924,924,3,props_2buggy_5.py,datetime.datetime.fromordinal,gpt-4-final,pbt_and_props,1
925,925,3,props_3buggy_3.py,datetime.datetime.fromordinal,gpt-4-final,pbt_and_props,1
926,926,3,props_3buggy_5.py,datetime.datetime.fromordinal,gpt-4-final,pbt_and_props,1
927,927,3,props_3buggy_2.py,datetime.datetime.fromordinal,gpt-4-final,pbt_and_props,1
928,928,3,props_3buggy_4.py,datetime.datetime.fromordinal,gpt-4-final,pbt_and_props,1
929,929,3,props_3buggy_1.py,datetime.datetime.fromordinal,gpt-4-final,pbt_and_props,1
931,931,3,props_4buggy_1.py,datetime.datetime.fromordinal,gpt-4-final,pbt_and_props,1
932,932,3,props_4buggy_5.py,datetime.datetime.fromordinal,gpt-4-final,pbt_and_props,1
933,933,3,props_4buggy_3.py,datetime.datetime.fromordinal,gpt-4-final,pbt_and_props,1
934,934,3,props_4buggy_4.py,datetime.datetime.fromordinal,gpt-4-final,pbt_and_props,1
939,939,3,props_5buggy_2.py,datetime.datetime.fromordinal,gpt-4-final,pbt_and_props,1
940,940,3,props_2buggy_1.py,pandas.isna,gpt-4-final,pbt_and_props,1
941,941,3,props_2buggy_2.py,pandas.isna,gpt-4-final,pbt_and_props,1
942,942,3,props_2buggy_4.py,pandas.isna,gpt-4-final,pbt_and_props,0
943,943,3,props_2buggy_3.py,pandas.isna,gpt-4-final,pbt_and_props,0
944,944,3,props_2buggy_5.py,pandas.isna,gpt-4-final,pbt_and_props,0
945,945,3,props_3buggy_1.py,pandas.isna,gpt-4-final,pbt_and_props,1
946,946,3,props_3buggy_5.py,pandas.isna,gpt-4-final,pbt_and_props,1
947,947,3,props_3buggy_2.py,pandas.isna,gpt-4-final,pbt_and_props,1
948,948,3,props_3buggy_4.py,pandas.isna,gpt-4-final,pbt_and_props,1
949,949,3,props_3buggy_3.py,pandas.isna,gpt-4-final,pbt_and_props,0
950,950,3,props_4buggy_1.py,pandas.isna,gpt-4-final,pbt_and_props,1
951,951,3,props_4buggy_2.py,pandas.isna,gpt-4-final,pbt_and_props,1
952,952,3,props_4buggy_3.py,pandas.isna,gpt-4-final,pbt_and_props,1
953,953,3,props_4buggy_4.py,pandas.isna,gpt-4-final,pbt_and_props,1
954,954,3,props_4buggy_5.py,pandas.isna,gpt-4-final,pbt_and_props,0
960,960,3,props_1buggy_4.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
961,961,3,props_1buggy_2.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
962,962,3,props_1buggy_1.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
963,963,3,props_1buggy_5.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
964,964,3,props_1buggy_3.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
965,965,3,props_2buggy_5.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,1
966,966,3,props_2buggy_3.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
967,967,3,props_2buggy_2.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
968,968,3,props_2buggy_1.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
969,969,3,props_2buggy_4.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
970,970,3,props_3buggy_1.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
971,971,3,props_3buggy_3.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
972,972,3,props_3buggy_2.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
973,973,3,props_3buggy_4.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
974,974,3,props_3buggy_5.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
975,975,3,props_4buggy_5.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,1
976,976,3,props_4buggy_4.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
977,977,3,props_4buggy_3.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
978,978,3,props_4buggy_1.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
979,979,3,props_4buggy_2.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
980,980,3,props_5buggy_4.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,1
981,981,3,props_5buggy_5.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
982,982,3,props_5buggy_2.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
983,983,3,props_5buggy_3.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
984,984,3,props_5buggy_1.py,statistics.median,gemini-1.5-pro-latest-final,pbt_and_props,0
986,986,3,props_1buggy_5.py,zlib.adler32,gpt-4-final,pbt_and_props,1
987,987,3,props_1buggy_1.py,zlib.adler32,gpt-4-final,pbt_and_props,1
988,988,3,props_1buggy_4.py,zlib.adler32,gpt-4-final,pbt_and_props,0
989,989,3,props_1buggy_3.py,zlib.adler32,gpt-4-final,pbt_and_props,0
991,991,3,props_2buggy_2.py,zlib.adler32,gpt-4-final,pbt_and_props,1
992,992,3,props_2buggy_4.py,zlib.adler32,gpt-4-final,pbt_and_props,1
993,993,3,props_2buggy_1.py,zlib.adler32,gpt-4-final,pbt_and_props,1
994,994,3,props_2buggy_5.py,zlib.adler32,gpt-4-final,pbt_and_props,1
995,995,3,props_3buggy_1.py,zlib.adler32,gpt-4-final,pbt_and_props,1
996,996,3,props_3buggy_4.py,zlib.adler32,gpt-4-final,pbt_and_props,1
997,997,3,props_3buggy_3.py,zlib.adler32,gpt-4-final,pbt_and_props,1
998,998,3,props_3buggy_2.py,zlib.adler32,gpt-4-final,pbt_and_props,0
999,999,3,props_3buggy_5.py,zlib.adler32,gpt-4-final,pbt_and_props,0
1000,1000,3,props_4buggy_3.py,zlib.adler32,gpt-4-final,pbt_and_props,1
1001,1001,3,props_4buggy_4.py,zlib.adler32,gpt-4-final,pbt_and_props,1
1002,1002,3,props_4buggy_1.py,zlib.adler32,gpt-4-final,pbt_and_props,0
1003,1003,3,props_4buggy_2.py,zlib.adler32,gpt-4-final,pbt_and_props,0
1004,1004,3,props_4buggy_5.py,zlib.adler32,gpt-4-final,pbt_and_props,0
1006,1006,3,props_5buggy_4.py,zlib.adler32,gpt-4-final,pbt_and_props,1
1007,1007,3,props_5buggy_2.py,zlib.adler32,gpt-4-final,pbt_and_props,1
1008,1008,3,props_5buggy_5.py,zlib.adler32,gpt-4-final,pbt_and_props,1
1009,1009,3,props_5buggy_1.py,zlib.adler32,gpt-4-final,pbt_and_props,1
1010,1010,3,props_1buggy_1.py,zlib.compress,gpt-4-final,pbt_and_props,0
1011,1011,3,props_1buggy_2.py,zlib.compress,gpt-4-final,pbt_and_props,0
1012,1012,3,props_1buggy_5.py,zlib.compress,gpt-4-final,pbt_and_props,0
1013,1013,3,props_1buggy_3.py,zlib.compress,gpt-4-final,pbt_and_props,0
1014,1014,3,props_1buggy_4.py,zlib.compress,gpt-4-final,pbt_and_props,0
1015,1015,3,props_2buggy_3.py,zlib.compress,gpt-4-final,pbt_and_props,0
1016,1016,3,props_2buggy_1.py,zlib.compress,gpt-4-final,pbt_and_props,0
1017,1017,3,props_2buggy_2.py,zlib.compress,gpt-4-final,pbt_and_props,0
1018,1018,3,props_2buggy_5.py,zlib.compress,gpt-4-final,pbt_and_props,0
1019,1019,3,props_2buggy_4.py,zlib.compress,gpt-4-final,pbt_and_props,0
1020,1020,3,props_3buggy_5.py,zlib.compress,gpt-4-final,pbt_and_props,0
1021,1021,3,props_3buggy_2.py,zlib.compress,gpt-4-final,pbt_and_props,0
1022,1022,3,props_3buggy_4.py,zlib.compress,gpt-4-final,pbt_and_props,0
1023,1023,3,props_3buggy_3.py,zlib.compress,gpt-4-final,pbt_and_props,0
1024,1024,3,props_3buggy_1.py,zlib.compress,gpt-4-final,pbt_and_props,0
1025,1025,3,props_4buggy_1.py,zlib.compress,gpt-4-final,pbt_and_props,0
1026,1026,3,props_4buggy_2.py,zlib.compress,gpt-4-final,pbt_and_props,0
1027,1027,3,props_4buggy_3.py,zlib.compress,gpt-4-final,pbt_and_props,0
1028,1028,3,props_4buggy_5.py,zlib.compress,gpt-4-final,pbt_and_props,0
1029,1029,3,props_4buggy_4.py,zlib.compress,gpt-4-final,pbt_and_props,0
1030,1030,3,props_5buggy_3.py,zlib.compress,gpt-4-final,pbt_and_props,0
1031,1031,3,props_5buggy_2.py,zlib.compress,gpt-4-final,pbt_and_props,0
1032,1032,3,props_5buggy_5.py,zlib.compress,gpt-4-final,pbt_and_props,0
1033,1033,3,props_5buggy_1.py,zlib.compress,gpt-4-final,pbt_and_props,0
1034,1034,3,props_5buggy_4.py,zlib.compress,gpt-4-final,pbt_and_props,0
1035,1035,4,props_1buggy_2.py,cryptography.fernet.Fernet.encrypt,gemini-1.5-pro-latest-final,pbt,0
1036,1036,4,props_1buggy_1.py,cryptography.fernet.Fernet.encrypt,gemini-1.5-pro-latest-final,pbt,0
1037,1037,4,props_1buggy_5.py,cryptography.fernet.Fernet.encrypt,gemini-1.5-pro-latest-final,pbt,0
1038,1038,4,props_1buggy_4.py,cryptography.fernet.Fernet.encrypt,gemini-1.5-pro-latest-final,pbt,0
1039,1039,4,props_1buggy_3.py,cryptography.fernet.Fernet.encrypt,gemini-1.5-pro-latest-final,pbt,0
1041,1041,4,props_2buggy_3.py,cryptography.fernet.Fernet.encrypt,gemini-1.5-pro-latest-final,pbt,1
1042,1042,4,props_2buggy_5.py,cryptography.fernet.Fernet.encrypt,gemini-1.5-pro-latest-final,pbt,1
1055,1055,4,props_5buggy_4.py,cryptography.fernet.Fernet.encrypt,gemini-1.5-pro-latest-final,pbt,0
1056,1056,4,props_5buggy_2.py,cryptography.fernet.Fernet.encrypt,gemini-1.5-pro-latest-final,pbt,0
1057,1057,4,props_5buggy_5.py,cryptography.fernet.Fernet.encrypt,gemini-1.5-pro-latest-final,pbt,0
1058,1058,4,props_5buggy_3.py,cryptography.fernet.Fernet.encrypt,gemini-1.5-pro-latest-final,pbt,0
1059,1059,4,props_5buggy_1.py,cryptography.fernet.Fernet.encrypt,gemini-1.5-pro-latest-final,pbt,0
1067,1067,4,props_3buggy_1.py,cryptography.fernet.Fernet.encrypt,gpt-4-final,pbt,1
1075,1075,4,props_1buggy_3.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
1076,1076,4,props_1buggy_4.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
1077,1077,4,props_1buggy_1.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
1078,1078,4,props_1buggy_2.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
1079,1079,4,props_1buggy_5.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
1080,1080,4,props_2buggy_4.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
1081,1081,4,props_2buggy_3.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
1082,1082,4,props_2buggy_2.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
1083,1083,4,props_2buggy_5.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
1084,1084,4,props_2buggy_1.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
1085,1085,4,props_3buggy_3.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
1086,1086,4,props_3buggy_2.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
1087,1087,4,props_3buggy_5.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
1088,1088,4,props_3buggy_4.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
1089,1089,4,props_3buggy_1.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
1090,1090,4,props_4buggy_2.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
1091,1091,4,props_4buggy_1.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
1092,1092,4,props_4buggy_3.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
1093,1093,4,props_4buggy_5.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
1094,1094,4,props_4buggy_4.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
1095,1095,4,props_5buggy_2.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
1097,1097,4,props_5buggy_1.py,datetime.datetime.fromordinal,claude-3-opus-20240229,pbt,1
1100,1100,4,props_1buggy_1.py,statistics.mean,gpt-4-final,pbt,1
1101,1101,4,props_1buggy_4.py,statistics.mean,gpt-4-final,pbt,1
1102,1102,4,props_1buggy_3.py,statistics.mean,gpt-4-final,pbt,1
1103,1103,4,props_1buggy_2.py,statistics.mean,gpt-4-final,pbt,1
1104,1104,4,props_1buggy_5.py,statistics.mean,gpt-4-final,pbt,1
1105,1105,4,props_2buggy_1.py,statistics.mean,gpt-4-final,pbt,1
1106,1106,4,props_2buggy_3.py,statistics.mean,gpt-4-final,pbt,1
1107,1107,4,props_2buggy_2.py,statistics.mean,gpt-4-final,pbt,1
1108,1108,4,props_2buggy_4.py,statistics.mean,gpt-4-final,pbt,1
1109,1109,4,props_2buggy_5.py,statistics.mean,gpt-4-final,pbt,1
1110,1110,4,props_3buggy_2.py,statistics.mean,gpt-4-final,pbt,1
1111,1111,4,props_3buggy_3.py,statistics.mean,gpt-4-final,pbt,1
1112,1112,4,props_3buggy_4.py,statistics.mean,gpt-4-final,pbt,1
1113,1113,4,props_3buggy_1.py,statistics.mean,gpt-4-final,pbt,1
1114,1114,4,props_3buggy_5.py,statistics.mean,gpt-4-final,pbt,1
1115,1115,4,props_4buggy_1.py,statistics.mean,gpt-4-final,pbt,1
1116,1116,4,props_4buggy_5.py,statistics.mean,gpt-4-final,pbt,1
1117,1117,4,props_4buggy_3.py,statistics.mean,gpt-4-final,pbt,1
1118,1118,4,props_4buggy_2.py,statistics.mean,gpt-4-final,pbt,1
1119,1119,4,props_4buggy_4.py,statistics.mean,gpt-4-final,pbt,1
1120,1120,4,props_5buggy_3.py,statistics.mean,gpt-4-final,pbt,1
1121,1121,4,props_5buggy_1.py,statistics.mean,gpt-4-final,pbt,1
1122,1122,4,props_5buggy_2.py,statistics.mean,gpt-4-final,pbt,1
1123,1123,4,props_5buggy_5.py,statistics.mean,gpt-4-final,pbt,1
1128,1128,4,props_1buggy_3.py,zlib.adler32,claude-3-opus-20240229,pbt,0
1129,1129,4,props_1buggy_5.py,zlib.adler32,claude-3-opus-20240229,pbt,0
1131,1131,4,props_2buggy_5.py,zlib.adler32,claude-3-opus-20240229,pbt,1
1132,1132,4,props_2buggy_1.py,zlib.adler32,claude-3-opus-20240229,pbt,1
1133,1133,4,props_2buggy_2.py,zlib.adler32,claude-3-opus-20240229,pbt,0
1134,1134,4,props_2buggy_4.py,zlib.adler32,claude-3-opus-20240229,pbt,0
1135,1135,4,props_3buggy_1.py,zlib.adler32,claude-3-opus-20240229,pbt,1
